datetime,province,temp,wind_dir,wind_speed
2020-08-06 13:00:00,Saraburi,27.7,185,7
2020-08-06 16:00:00,Saraburi,26.4,175,10
2020-08-06 19:00:00,Saraburi,25.3,175,8
2020-08-06 22:00:00,Saraburi,24.9,160,6
2020-08-07 01:00:00,Saraburi,25.5,180,7
2020-08-07 04:00:00,Saraburi,26.7,195,9
2020-08-07 07:00:00,Saraburi,28.1,230,11
2020-08-07 10:00:00,Saraburi,29.0,215,11
2020-08-07 13:00:00,Saraburi,26.4,175,6
2020-08-07 16:00:00,Saraburi,25.5,170,9
2020-08-07 19:00:00,Saraburi,24.9,155,8
2020-08-07 22:00:00,Saraburi,24.5,160,7
2020-08-08 01:00:00,Saraburi,25.5,175,7
2020-08-08 04:00:00,Saraburi,29.7,210,12
2020-08-08 07:00:00,Saraburi,31.8,225,10
2020-08-08 10:00:00,Saraburi,31.7,210,13
2020-08-08 13:00:00,Saraburi,27.2,170,12
2020-08-08 16:00:00,Saraburi,26.0,170,11
2020-08-08 19:00:00,Saraburi,25.5,160,11
2020-08-08 22:00:00,Saraburi,25.4,160,10
2020-08-09 01:00:00,Saraburi,25.9,170,9
2020-08-09 04:00:00,Saraburi,29.5,190,16
2020-08-09 07:00:00,Saraburi,31.6,205,18
2020-08-09 10:00:00,Saraburi,31.5,180,13
2020-08-09 13:00:00,Saraburi,28.0,160,14
2020-08-09 16:00:00,Saraburi,26.7,175,11
2020-08-09 19:00:00,Saraburi,26.1,170,8
2020-08-09 22:00:00,Saraburi,25.9,185,8
2020-08-10 01:00:00,Saraburi,26.0,170,13
2020-08-10 04:00:00,Saraburi,29.8,205,18
2020-08-10 07:00:00,Saraburi,31.9,220,17
2020-08-10 10:00:00,Saraburi,31.0,230,15
2020-08-10 13:00:00,Saraburi,27.3,210,10
2020-08-10 16:00:00,Saraburi,26.8,225,12
2020-08-10 19:00:00,Saraburi,25.6,205,8
2020-08-10 22:00:00,Saraburi,25.4,200,8
2020-08-11 01:00:00,Saraburi,25.6,175,8
2020-08-11 04:00:00,Saraburi,29.7,215,18
2020-08-11 07:00:00,Saraburi,32.3,225,14
2020-08-11 10:00:00,Saraburi,31.7,235,18
2020-08-11 13:00:00,Saraburi,27.5,205,12
2020-08-11 16:00:00,Saraburi,26.5,185,9
2020-08-11 19:00:00,Saraburi,26.1,180,7
2020-08-11 22:00:00,Saraburi,25.7,190,7
2020-08-12 01:00:00,Saraburi,25.7,180,8
2020-08-12 04:00:00,Saraburi,29.0,200,14
2020-08-12 07:00:00,Saraburi,30.5,215,12
2020-08-12 10:00:00,Saraburi,30.1,180,13
2020-08-12 13:00:00,Saraburi,27.2,180,9
2020-08-12 16:00:00,Saraburi,26.5,160,11
2020-08-12 19:00:00,Saraburi,25.0,170,13
2020-08-12 22:00:00,Saraburi,24.3,170,10
2020-08-13 01:00:00,Saraburi,24.5,180,5
2020-08-13 04:00:00,Saraburi,25.9,165,13
2020-08-13 07:00:00,Saraburi,27.6,180,13
2020-08-13 10:00:00,Saraburi,27.4,195,16
2020-08-13 13:00:00,Saraburi,25.5,195,9
2020-08-13 16:00:00,Saraburi,24.7,170,11
2020-08-13 19:00:00,Saraburi,24.2,155,11
2020-08-13 22:00:00,Saraburi,23.7,155,11
2020-08-14 01:00:00,Saraburi,24.4,165,4
2020-08-14 04:00:00,Saraburi,28.3,200,12
2020-08-14 07:00:00,Saraburi,29.8,200,15
2020-08-14 10:00:00,Saraburi,28.5,210,15
2020-08-14 13:00:00,Saraburi,24.2,185,15
2020-08-14 16:00:00,Saraburi,24.1,175,11
2020-08-14 19:00:00,Saraburi,24.1,155,8
2020-08-14 22:00:00,Saraburi,23.9,160,4
2020-08-15 01:00:00,Saraburi,23.9,160,8
2020-08-15 04:00:00,Saraburi,24.4,170,6
2020-08-15 07:00:00,Saraburi,25.8,190,9
2020-08-15 10:00:00,Saraburi,24.5,180,5
2020-08-15 13:00:00,Saraburi,24.3,165,5
2020-08-15 16:00:00,Saraburi,24.1,180,4
2020-08-15 19:00:00,Saraburi,23.9,155,6
2020-08-15 22:00:00,Saraburi,24.1,155,5
2020-08-16 01:00:00,Saraburi,24.5,140,3
2020-08-16 04:00:00,Saraburi,26.9,195,1
2020-08-16 07:00:00,Saraburi,28.1,250,4
2020-08-16 10:00:00,Saraburi,25.1,35,5
2020-08-16 13:00:00,Saraburi,25.3,175,5
2020-08-16 16:00:00,Saraburi,25.0,120,6
2020-08-16 19:00:00,Saraburi,25.0,155,7
2020-08-16 22:00:00,Saraburi,24.1,180,8
2020-08-17 01:00:00,Saraburi,24.7,170,8
2020-08-17 04:00:00,Saraburi,28.5,200,13
2020-08-17 07:00:00,Saraburi,31.9,235,12
2020-08-17 10:00:00,Saraburi,32.0,240,11
2020-08-17 13:00:00,Saraburi,27.9,160,8
2020-08-17 16:00:00,Saraburi,26.2,185,6
2020-08-17 19:00:00,Saraburi,25.3,175,5
2020-08-17 22:00:00,Saraburi,24.9,180,5
2020-08-18 01:00:00,Saraburi,25.6,175,7
2020-08-18 04:00:00,Saraburi,29.1,205,11
2020-08-18 07:00:00,Saraburi,31.7,245,8
2020-08-18 10:00:00,Saraburi,31.8,240,7
2020-08-18 13:00:00,Saraburi,28.0,165,5
2020-08-18 16:00:00,Saraburi,26.2,240,6
2020-08-18 19:00:00,Saraburi,24.3,330,13
2020-08-18 22:00:00,Saraburi,23.3,40,5
2020-08-19 01:00:00,Saraburi,24.5,140,3
2020-08-19 04:00:00,Saraburi,26.1,195,3
2020-08-19 07:00:00,Saraburi,29.8,225,6
2020-08-19 10:00:00,Saraburi,30.8,235,8
2020-08-19 13:00:00,Saraburi,27.3,255,2
2020-08-19 16:00:00,Saraburi,26.0,145,2
2020-08-19 19:00:00,Saraburi,25.7,215,4
2020-08-19 22:00:00,Saraburi,24.7,200,9
2020-08-20 01:00:00,Saraburi,24.4,160,8
2020-08-20 04:00:00,Saraburi,27.8,185,9
2020-08-20 07:00:00,Saraburi,30.5,215,9
2020-08-20 10:00:00,Saraburi,31.0,185,8
2020-08-20 13:00:00,Saraburi,27.3,160,5
2020-08-20 16:00:00,Saraburi,26.7,75,1
2020-08-20 19:00:00,Saraburi,25.5,295,3
2020-08-20 22:00:00,Saraburi,24.4,355,3
2020-08-21 01:00:00,Saraburi,24.8,120,4
2020-08-21 04:00:00,Saraburi,28.0,295,2
2020-08-21 07:00:00,Saraburi,29.6,320,9
2020-08-21 10:00:00,Saraburi,29.0,260,8
2020-08-21 13:00:00,Saraburi,26.3,245,5
2020-08-21 16:00:00,Saraburi,25.2,175,7
2020-08-21 19:00:00,Saraburi,24.5,165,9
2020-08-21 22:00:00,Saraburi,24.3,190,8
2020-08-22 01:00:00,Saraburi,24.7,170,8
2020-08-22 04:00:00,Saraburi,28.5,195,13
2020-08-22 07:00:00,Saraburi,29.7,210,15
2020-08-22 10:00:00,Saraburi,30.4,225,14
2020-08-22 13:00:00,Saraburi,26.7,215,10
2020-08-22 16:00:00,Saraburi,26.0,185,8
2020-08-22 19:00:00,Saraburi,25.0,165,8
2020-08-22 22:00:00,Saraburi,24.6,170,8
2020-08-23 01:00:00,Saraburi,25.1,180,11
2020-08-23 04:00:00,Saraburi,29.3,215,17
2020-08-23 07:00:00,Saraburi,31.0,230,17
2020-08-23 10:00:00,Saraburi,30.5,210,18
2020-08-23 13:00:00,Saraburi,26.2,225,11
2020-08-23 16:00:00,Saraburi,25.3,180,8
2020-08-23 19:00:00,Saraburi,24.5,200,6
2020-08-23 22:00:00,Saraburi,23.9,180,7
2020-08-24 01:00:00,Saraburi,24.8,185,7
2020-08-24 04:00:00,Saraburi,28.7,215,14
2020-08-24 07:00:00,Saraburi,31.4,235,12
2020-08-24 10:00:00,Saraburi,31.6,230,10
2020-08-24 13:00:00,Saraburi,27.7,115,4
2020-08-24 16:00:00,Saraburi,26.7,155,3
2020-08-24 19:00:00,Saraburi,25.8,190,6
2020-08-24 22:00:00,Saraburi,24.9,185,4
2020-08-25 01:00:00,Saraburi,25.8,215,4
2020-08-25 04:00:00,Saraburi,29.6,255,7
2020-08-25 07:00:00,Saraburi,32.6,230,4
2020-08-25 10:00:00,Saraburi,32.9,205,8
2020-08-25 13:00:00,Saraburi,28.4,130,4
2020-08-25 16:00:00,Saraburi,26.9,155,5
2020-08-25 19:00:00,Saraburi,25.6,180,8
2020-08-25 22:00:00,Saraburi,25.0,175,7
2020-08-26 01:00:00,Saraburi,25.9,200,4
2020-08-26 04:00:00,Saraburi,29.9,245,8
2020-08-26 07:00:00,Saraburi,33.5,260,8
2020-08-26 10:00:00,Saraburi,33.6,260,10
2020-08-26 13:00:00,Saraburi,28.4,170,4
2020-08-26 16:00:00,Saraburi,26.8,180,5
2020-08-26 19:00:00,Saraburi,25.8,195,7
2020-08-26 22:00:00,Saraburi,24.6,185,6
2020-08-27 01:00:00,Saraburi,25.4,205,5
2020-08-27 04:00:00,Saraburi,28.9,240,8
2020-08-27 07:00:00,Saraburi,30.9,285,9
2020-08-27 10:00:00,Saraburi,30.1,330,2
2020-08-27 13:00:00,Saraburi,27.5,0,1
2020-08-27 16:00:00,Saraburi,26.4,150,4
2020-08-27 19:00:00,Saraburi,25.6,165,6
2020-08-27 22:00:00,Saraburi,25.0,175,7
2020-08-28 01:00:00,Saraburi,25.4,180,6
