,datetime,province,temp,wind_dir,wind_speed
170,2020-07-22 07:00:00,Chiangmai,31.6,170,4
171,2020-07-22 10:00:00,Chiangmai,31.9,155,6
172,2020-07-22 13:00:00,Chiangmai,25.3,190,3
173,2020-07-22 16:00:00,Chiangmai,23.2,170,3
174,2020-07-22 19:00:00,Chiangmai,22.3,245,1
175,2020-07-22 22:00:00,Chiangmai,21.6,260,1
176,2020-07-23 01:00:00,Chiangmai,23.0,235,2
177,2020-07-23 04:00:00,Chiangmai,28.6,180,2
178,2020-07-23 07:00:00,Chiangmai,31.7,170,5
179,2020-07-23 10:00:00,Chiangmai,31.4,165,5
180,2020-07-23 13:00:00,Chiangmai,26.4,185,3
181,2020-07-23 16:00:00,Chiangmai,24.1,165,3
182,2020-07-23 19:00:00,Chiangmai,22.8,255,1
183,2020-07-23 22:00:00,Chiangmai,22.0,310,2
184,2020-07-24 01:00:00,Chiangmai,23.4,310,1
185,2020-07-24 04:00:00,Chiangmai,28.9,245,2
186,2020-07-24 07:00:00,Chiangmai,33.1,190,4
187,2020-07-24 10:00:00,Chiangmai,32.8,175,2
188,2020-07-24 13:00:00,Chiangmai,27.0,60,1
189,2020-07-24 16:00:00,Chiangmai,23.8,175,1
190,2020-07-24 19:00:00,Chiangmai,23.0,245,2
191,2020-07-24 22:00:00,Chiangmai,22.3,345,1
192,2020-07-25 01:00:00,Chiangmai,23.4,320,3
193,2020-07-25 04:00:00,Chiangmai,30.4,305,1
194,2020-07-25 07:00:00,Chiangmai,33.3,170,3
195,2020-07-25 10:00:00,Chiangmai,32.5,165,8
196,2020-07-25 13:00:00,Chiangmai,26.9,135,3
197,2020-07-25 16:00:00,Chiangmai,24.8,190,2
198,2020-07-25 19:00:00,Chiangmai,23.5,225,3
199,2020-07-25 22:00:00,Chiangmai,22.9,285,1
200,2020-07-26 01:00:00,Chiangmai,24.0,270,2
201,2020-07-26 04:00:00,Chiangmai,29.6,180,3
202,2020-07-26 07:00:00,Chiangmai,33.1,180,4
203,2020-07-26 10:00:00,Chiangmai,32.5,185,5
204,2020-07-26 13:00:00,Chiangmai,26.6,180,3
205,2020-07-26 16:00:00,Chiangmai,24.8,190,3
206,2020-07-26 19:00:00,Chiangmai,23.9,205,2
207,2020-07-26 22:00:00,Chiangmai,23.1,300,1
208,2020-07-27 01:00:00,Chiangmai,24.2,255,3
209,2020-07-27 04:00:00,Chiangmai,29.9,180,3
210,2020-07-27 07:00:00,Chiangmai,32.6,185,5
211,2020-07-27 10:00:00,Chiangmai,32.3,140,6
212,2020-07-27 13:00:00,Chiangmai,26.4,130,3
213,2020-07-27 16:00:00,Chiangmai,24.7,170,1
214,2020-07-27 19:00:00,Chiangmai,23.5,10,1
215,2020-07-27 22:00:00,Chiangmai,23.0,325,2
216,2020-07-28 01:00:00,Chiangmai,23.0,280,2
217,2020-07-28 04:00:00,Chiangmai,23.5,90,1
218,2020-07-28 07:00:00,Chiangmai,27.0,30,1
219,2020-07-28 10:00:00,Chiangmai,27.2,35,3
220,2020-07-28 13:00:00,Chiangmai,24.5,310,2
221,2020-07-28 16:00:00,Chiangmai,23.7,195,1
222,2020-07-28 19:00:00,Chiangmai,23.1,225,1
223,2020-07-28 22:00:00,Chiangmai,22.4,300,0
224,2020-07-29 01:00:00,Chiangmai,22.9,45,1
225,2020-07-29 04:00:00,Chiangmai,24.8,295,2
226,2020-07-29 07:00:00,Chiangmai,26.9,235,4
227,2020-07-29 10:00:00,Chiangmai,29.8,250,5
228,2020-07-29 13:00:00,Chiangmai,25.3,170,3
229,2020-07-29 16:00:00,Chiangmai,23.3,220,2
230,2020-07-29 19:00:00,Chiangmai,22.8,210,1
231,2020-07-29 22:00:00,Chiangmai,21.9,250,2
232,2020-07-30 01:00:00,Chiangmai,23.0,270,3
233,2020-07-30 04:00:00,Chiangmai,29.3,215,2
234,2020-07-30 07:00:00,Chiangmai,33.6,240,2
235,2020-07-30 10:00:00,Chiangmai,31.6,265,8
236,2020-07-30 13:00:00,Chiangmai,25.8,240,3
237,2020-07-30 16:00:00,Chiangmai,24.1,210,2
238,2020-07-30 19:00:00,Chiangmai,22.9,265,3
239,2020-07-30 22:00:00,Chiangmai,22.2,275,2
240,2020-07-31 01:00:00,Chiangmai,23.5,310,1
241,2020-07-31 04:00:00,Chiangmai,29.9,280,3
242,2020-07-31 07:00:00,Chiangmai,33.7,200,2
243,2020-07-31 10:00:00,Chiangmai,32.7,230,5
244,2020-07-31 13:00:00,Chiangmai,27.3,255,1
245,2020-07-31 16:00:00,Chiangmai,24.9,245,2
246,2020-07-31 19:00:00,Chiangmai,23.7,260,1
247,2020-07-31 22:00:00,Chiangmai,23.1,260,3
248,2020-08-01 01:00:00,Chiangmai,23.8,175,0
249,2020-08-01 04:00:00,Chiangmai,29.6,260,3
250,2020-08-01 07:00:00,Chiangmai,34.1,195,2
251,2020-08-01 10:00:00,Chiangmai,32.8,230,7
252,2020-08-01 13:00:00,Chiangmai,27.6,215,2
253,2020-08-01 16:00:00,Chiangmai,25.6,230,3
254,2020-08-01 19:00:00,Chiangmai,24.2,230,4
255,2020-08-01 22:00:00,Chiangmai,23.2,255,4
256,2020-08-02 01:00:00,Chiangmai,24.1,300,2
257,2020-08-02 04:00:00,Chiangmai,26.1,230,2
258,2020-08-02 07:00:00,Chiangmai,29.3,230,4
259,2020-08-02 10:00:00,Chiangmai,27.2,170,6
260,2020-08-02 13:00:00,Chiangmai,24.5,135,6
261,2020-08-02 16:00:00,Chiangmai,23.9,200,4
262,2020-08-02 19:00:00,Chiangmai,23.7,165,2
263,2020-08-02 22:00:00,Chiangmai,23.2,155,2
264,2020-08-03 01:00:00,Chiangmai,23.2,145,3
265,2020-08-03 04:00:00,Chiangmai,23.2,165,3
266,2020-08-03 07:00:00,Chiangmai,23.4,170,3
267,2020-08-03 10:00:00,Chiangmai,23.7,155,5
268,2020-08-03 13:00:00,Chiangmai,23.4,165,6
269,2020-08-03 16:00:00,Chiangmai,23.2,140,4
270,2020-08-03 19:00:00,Chiangmai,22.8,170,3
271,2020-08-03 22:00:00,Chiangmai,22.7,120,2
272,2020-08-04 01:00:00,Chiangmai,22.9,170,5
273,2020-08-04 04:00:00,Chiangmai,23.4,100,3
274,2020-08-04 07:00:00,Chiangmai,24.5,160,5
275,2020-08-04 10:00:00,Chiangmai,26.0,155,4
276,2020-08-04 13:00:00,Chiangmai,23.8,145,4
277,2020-08-04 16:00:00,Chiangmai,23.4,160,3
278,2020-08-04 19:00:00,Chiangmai,23.1,155,2
279,2020-08-04 22:00:00,Chiangmai,23.0,340,0
280,2020-08-05 01:00:00,Chiangmai,23.1,215,0
281,2020-08-05 04:00:00,Chiangmai,23.7,140,2
282,2020-08-05 07:00:00,Chiangmai,24.4,220,3
283,2020-08-05 10:00:00,Chiangmai,26.4,160,4
284,2020-08-05 13:00:00,Chiangmai,24.2,215,3
285,2020-08-05 16:00:00,Chiangmai,23.6,160,2
286,2020-08-05 19:00:00,Chiangmai,23.0,180,1
287,2020-08-05 22:00:00,Chiangmai,22.6,155,1
288,2020-08-06 01:00:00,Chiangmai,23.1,190,2
289,2020-08-06 04:00:00,Chiangmai,25.4,220,3
290,2020-08-06 07:00:00,Chiangmai,27.2,190,3
291,2020-08-06 10:00:00,Chiangmai,27.4,180,3
292,2020-08-06 13:00:00,Chiangmai,24.6,225,1
293,2020-08-06 16:00:00,Chiangmai,23.8,275,2
294,2020-08-06 19:00:00,Chiangmai,23.3,195,1
295,2020-08-06 22:00:00,Chiangmai,22.9,290,2
296,2020-08-07 01:00:00,Chiangmai,23.5,180,2
297,2020-08-07 04:00:00,Chiangmai,26.0,195,2
298,2020-08-07 07:00:00,Chiangmai,27.6,40,1
299,2020-08-07 10:00:00,Chiangmai,28.1,175,3
300,2020-08-07 13:00:00,Chiangmai,24.7,180,5
301,2020-08-07 16:00:00,Chiangmai,23.8,170,2
302,2020-08-07 19:00:00,Chiangmai,23.0,200,2
303,2020-08-07 22:00:00,Chiangmai,22.7,125,2
304,2020-08-08 01:00:00,Chiangmai,23.4,195,2
305,2020-08-08 04:00:00,Chiangmai,27.3,165,3
306,2020-08-08 07:00:00,Chiangmai,30.8,195,5
307,2020-08-08 10:00:00,Chiangmai,30.6,155,5
308,2020-08-08 13:00:00,Chiangmai,25.2,195,3
309,2020-08-08 16:00:00,Chiangmai,23.5,165,3
310,2020-08-08 19:00:00,Chiangmai,22.7,235,2
311,2020-08-08 22:00:00,Chiangmai,22.2,250,1
312,2020-08-09 01:00:00,Chiangmai,22.8,225,3
313,2020-08-09 04:00:00,Chiangmai,28.1,195,2
314,2020-08-09 07:00:00,Chiangmai,31.3,225,4
315,2020-08-09 10:00:00,Chiangmai,31.2,175,3
316,2020-08-09 13:00:00,Chiangmai,25.3,200,3
317,2020-08-09 16:00:00,Chiangmai,23.6,195,3
318,2020-08-09 19:00:00,Chiangmai,23.0,210,2
319,2020-08-09 22:00:00,Chiangmai,22.5,205,2
320,2020-08-10 01:00:00,Chiangmai,23.2,210,2
321,2020-08-10 04:00:00,Chiangmai,27.7,195,3
322,2020-08-10 07:00:00,Chiangmai,30.6,185,4
323,2020-08-10 10:00:00,Chiangmai,30.1,185,6
324,2020-08-10 13:00:00,Chiangmai,24.9,185,3
325,2020-08-10 16:00:00,Chiangmai,23.4,215,3
